XCoord,YCoord,OID,FIELD1,TRIPDURATI,STARTTIME,STOPTIME,START_STAT,START_ST_1,USERTYPE,BIRTH_YEAR,STARTIME,DURATIOND,DURATIONN
-73.96834101,40.70827295,110750,110750,1327,NULL,NULL,40.708273,-73.968341,Subscriber,1970.000000,2015-06-05 00:00:00,1327.0,0.000000
-73.96023854,40.68900443,110778,110778,619,NULL,NULL,40.689004,-73.960239,Subscriber,1989.000000,2015-06-05 00:00:00,619.0,0.000000
-73.96476280,40.68851534,110891,110891,370,NULL,NULL,40.688515,-73.964763,Subscriber,1957.000000,2015-06-05 00:00:00,370.0,0.000000
-73.96087600,40.71045100,110909,110909,3230,NULL,NULL,40.710451,-73.960876,Customer,0.000000,2015-06-05 00:00:00,3230.0,0.000000
-73.96087600,40.71045100,110984,110984,3123,NULL,NULL,40.710451,-73.960876,Customer,0.000000,2015-06-05 00:00:00,3123.0,0.000000
-73.97632328,40.68382604,111437,111437,1448,NULL,NULL,40.683826,-73.976323,Subscriber,1974.000000,2015-06-05 00:00:00,1448.0,0.000000
-73.98912867,40.68926942,111540,111540,346,NULL,NULL,40.689269,-73.989129,Subscriber,1979.000000,2015-06-05 00:00:00,346.0,0.000000
-73.97632328,40.68382604,111733,111733,292,NULL,NULL,40.683826,-73.976323,Subscriber,1981.000000,2015-06-05 00:00:00,292.0,0.000000
-73.98068914,40.69839895,111765,111765,1155,NULL,NULL,40.698399,-73.980689,Customer,0.000000,2015-06-05 00:00:00,1155.0,0.000000
-73.98068914,40.69839895,111781,111781,1137,NULL,NULL,40.698399,-73.980689,Customer,0.000000,2015-06-05 00:00:00,1137.0,0.000000
-73.96087600,40.71045100,111837,111837,1226,NULL,NULL,40.710451,-73.960876,Subscriber,1987.000000,2015-06-05 00:00:00,1226.0,0.000000
-73.96563307,40.68650065,111850,111850,473,NULL,NULL,40.686501,-73.965633,Subscriber,1982.000000,2015-06-05 00:00:00,473.0,0.000000
-73.96563307,40.68650065,111902,111902,273,NULL,NULL,40.686501,-73.965633,Subscriber,1973.000000,2015-06-05 00:00:00,273.0,0.000000
-73.97100056,40.70531194,112038,112038,2219,NULL,NULL,40.705312,-73.971001,Subscriber,1984.000000,2015-06-05 00:00:00,2219.0,0.000000
-73.96024116,40.71534825,112042,112042,709,NULL,NULL,40.715348,-73.960241,Subscriber,1983.000000,2015-06-05 00:00:00,709.0,0.000000
-73.95643107,40.69064950,112070,112070,503,NULL,NULL,40.690649,-73.956431,Subscriber,1975.000000,2015-06-05 00:00:00,503.0,0.000000
-73.95381995,40.69331716,112138,112138,901,NULL,NULL,40.693317,-73.953820,Subscriber,1969.000000,2015-06-05 00:00:00,901.0,0.000000
-73.95381995,40.69331716,112139,112139,909,NULL,NULL,40.693317,-73.953820,Customer,0.000000,2015-06-05 00:00:00,909.0,0.000000
-73.96408963,40.70853074,112171,112171,2262,NULL,NULL,40.708531,-73.964090,Subscriber,1988.000000,2015-06-05 00:00:00,2262.0,0.000000
-73.96408963,40.70853074,112182,112182,135,NULL,NULL,40.708531,-73.964090,Subscriber,1990.000000,2015-06-05 00:00:00,135.0,0.000000
-73.96408963,40.70853074,112335,112335,2038,NULL,NULL,40.708531,-73.964090,Subscriber,1990.000000,2015-06-05 00:00:00,2038.0,0.000000
-73.96986848,40.69794000,112427,112427,894,NULL,NULL,40.697940,-73.969868,Customer,0.000000,2015-06-05 00:00:00,894.0,0.000000
-73.96986848,40.69794000,112843,112843,272,NULL,NULL,40.697940,-73.969868,Subscriber,1980.000000,2015-06-05 00:00:00,272.0,0.000000
-73.97493121,40.68981035,112868,112868,143,NULL,NULL,40.689810,-73.974931,Subscriber,1969.000000,2015-06-05 00:00:00,143.0,0.000000
-73.98912867,40.68926942,113199,113199,397,NULL,NULL,40.689269,-73.989129,Subscriber,1985.000000,2015-06-05 00:00:00,397.0,0.000000
-73.96986848,40.69794000,113388,113388,4136,NULL,NULL,40.697940,-73.969868,Customer,0.000000,2015-06-05 00:00:00,4136.0,0.000000
-73.98912867,40.68926942,113480,113480,311,NULL,NULL,40.689269,-73.989129,Subscriber,1981.000000,2015-06-05 00:00:00,311.0,0.000000
-73.97100056,40.70531194,113504,113504,1775,NULL,NULL,40.705312,-73.971001,Subscriber,1970.000000,2015-06-05 00:00:00,1775.0,0.000000
-73.96087600,40.71045100,113571,113571,1711,NULL,NULL,40.710451,-73.960876,Subscriber,1966.000000,2015-06-05 00:00:00,1711.0,0.000000
-73.99052739,40.69475701,113595,113595,1633,NULL,NULL,40.694757,-73.990527,Subscriber,1969.000000,2015-06-05 00:00:00,1633.0,0.000000
-73.96087600,40.71045100,113755,113755,997,NULL,NULL,40.710451,-73.960876,Subscriber,1988.000000,2015-06-05 00:00:00,997.0,0.000000
-73.98912867,40.68926942,113859,113859,1146,NULL,NULL,40.689269,-73.989129,Subscriber,1986.000000,2015-06-05 00:00:00,1146.0,0.000000
-73.96087600,40.71045100,113915,113915,887,NULL,NULL,40.710451,-73.960876,Subscriber,1990.000000,2015-06-05 00:00:00,887.0,0.000000
-73.96986848,40.69794000,114041,114041,811,NULL,NULL,40.697940,-73.969868,Subscriber,1988.000000,2015-06-05 00:00:00,811.0,0.000000
-73.98912867,40.68926942,114098,114098,1188,NULL,NULL,40.689269,-73.989129,Subscriber,1976.000000,2015-06-05 00:00:00,1188.0,0.000000
-73.98912867,40.68926942,114118,114118,2579,NULL,NULL,40.689269,-73.989129,Subscriber,1960.000000,2015-06-05 00:00:00,2579.0,0.000000
-73.97992700,40.69977300,114339,114339,263,NULL,NULL,40.699773,-73.979927,Subscriber,1977.000000,2015-06-05 00:00:00,263.0,0.000000
-73.99052739,40.69475701,114454,114454,1135,NULL,NULL,40.694757,-73.990527,Subscriber,1958.000000,2015-06-05 00:00:00,1135.0,0.000000
-73.96834101,40.70827295,114479,114479,1551,NULL,NULL,40.708273,-73.968341,Subscriber,1956.000000,2015-06-05 00:00:00,1551.0,0.000000
-73.96087600,40.71045100,114498,114498,434,NULL,NULL,40.710451,-73.960876,Subscriber,1979.000000,2015-06-05 00:00:00,434.0,0.000000
-73.97372990,40.69178230,114725,114725,366,NULL,NULL,40.691782,-73.973730,Subscriber,1969.000000,2015-06-05 00:00:00,366.0,0.000000
-73.96024116,40.71534825,114761,114761,436,NULL,NULL,40.715348,-73.960241,Subscriber,1979.000000,2015-06-05 00:00:00,436.0,0.000000
-73.97372990,40.69178230,114775,114775,320,NULL,NULL,40.691782,-73.973730,Customer,0.000000,2015-06-05 00:00:00,320.0,0.000000
-73.98912867,40.68926942,114990,114990,1381,NULL,NULL,40.689269,-73.989129,Subscriber,1983.000000,2015-06-05 00:00:00,1381.0,0.000000
-73.98912867,40.68926942,114991,114991,704,NULL,NULL,40.689269,-73.989129,Subscriber,1961.000000,2015-06-05 00:00:00,704.0,0.000000
-73.96834101,40.70827295,115235,115235,12718,NULL,NULL,40.708273,-73.968341,Customer,0.000000,2015-06-05 00:00:00,12718.0,0.000000
-73.99548059,40.70037867,115329,115329,342,NULL,NULL,40.700379,-73.995481,Subscriber,1985.000000,2015-06-05 00:00:00,342.0,0.000000
-73.97372990,40.69178230,115397,115397,238,NULL,NULL,40.691782,-73.973730,Subscriber,1965.000000,2015-06-05 00:00:00,238.0,0.000000
-73.99052739,40.69475701,115428,115428,1308,NULL,NULL,40.694757,-73.990527,Subscriber,1958.000000,2015-06-05 00:00:00,1308.0,0.000000
-73.98912867,40.68926942,115462,115462,1843,NULL,NULL,40.689269,-73.989129,Customer,0.000000,2015-06-05 00:00:00,1843.0,0.000000
-73.98912867,40.68926942,115486,115486,1867,NULL,NULL,40.689269,-73.989129,Customer,0.000000,2015-06-05 00:00:00,1867.0,0.000000
-73.96476280,40.68851534,115610,115610,489,NULL,NULL,40.688515,-73.964763,Subscriber,1983.000000,2015-06-05 00:00:00,489.0,0.000000
-73.97703874,40.69327018,115657,115657,300,NULL,NULL,40.693270,-73.977039,Subscriber,1982.000000,2015-06-05 00:00:00,300.0,0.000000
-73.96408963,40.70853074,115783,115783,1346,NULL,NULL,40.708531,-73.964090,Customer,0.000000,2015-06-05 00:00:00,1346.0,0.000000
-73.96087600,40.71045100,115914,115914,1365,NULL,NULL,40.710451,-73.960876,Subscriber,1982.000000,2015-06-05 00:00:00,1365.0,0.000000
-73.96476280,40.68851534,115991,115991,408,NULL,NULL,40.688515,-73.964763,Subscriber,1995.000000,2015-06-05 00:00:00,408.0,0.000000
-73.95381995,40.69331716,116036,116036,642,NULL,NULL,40.693317,-73.953820,Subscriber,1979.000000,2015-06-05 00:00:00,642.0,0.000000
-73.97372990,40.69178230,116050,116050,365,NULL,NULL,40.691782,-73.973730,Subscriber,1970.000000,2015-06-05 00:00:00,365.0,0.000000
-73.95643107,40.69064950,116112,116112,850,NULL,NULL,40.690649,-73.956431,Subscriber,1978.000000,2015-06-05 00:00:00,850.0,0.000000
-73.96024116,40.71534825,116126,116126,196,NULL,NULL,40.715348,-73.960241,Subscriber,1976.000000,2015-06-05 00:00:00,196.0,0.000000
-73.95643107,40.69064950,116162,116162,103,NULL,NULL,40.690649,-73.956431,Subscriber,1988.000000,2015-06-05 00:00:00,103.0,0.000000
-73.98912867,40.68926942,116180,116180,459,NULL,NULL,40.689269,-73.989129,Subscriber,1971.000000,2015-06-05 00:00:00,459.0,0.000000
-73.95643107,40.69064950,116350,116350,2394,NULL,NULL,40.690649,-73.956431,Subscriber,1988.000000,2015-06-05 00:00:00,2394.0,0.000000
-73.96024116,40.71534825,116401,116401,274,NULL,NULL,40.715348,-73.960241,Subscriber,1975.000000,2015-06-05 00:00:00,274.0,0.000000
-73.95643107,40.69064950,116626,116626,1762,NULL,NULL,40.690649,-73.956431,Subscriber,1984.000000,2015-06-05 00:00:00,1762.0,0.000000
-73.95381995,40.69331716,116702,116702,1359,NULL,NULL,40.693317,-73.953820,Subscriber,1963.000000,2015-06-05 00:00:00,1359.0,0.000000
-73.96024116,40.71534825,116766,116766,384,NULL,NULL,40.715348,-73.960241,Subscriber,1981.000000,2015-06-05 00:00:00,384.0,0.000000
-73.96087600,40.71045100,116815,116815,1119,NULL,NULL,40.710451,-73.960876,Subscriber,1975.000000,2015-06-05 00:00:00,1119.0,0.000000
-73.95643107,40.69064950,116938,116938,109,NULL,NULL,40.690649,-73.956431,Customer,0.000000,2015-06-05 00:00:00,109.0,0.000000
-73.99052739,40.69475701,116962,116962,1219,NULL,NULL,40.694757,-73.990527,Subscriber,1964.000000,2015-06-05 00:00:00,1219.0,0.000000
-73.97632328,40.68382604,117011,117011,2504,NULL,NULL,40.683826,-73.976323,Subscriber,1986.000000,2015-06-05 00:00:00,2504.0,0.000000
-73.96986848,40.69794000,117049,117049,1026,NULL,NULL,40.697940,-73.969868,Subscriber,1958.000000,2015-06-05 00:00:00,1026.0,0.000000
-73.96024116,40.71534825,117099,117099,548,NULL,NULL,40.715348,-73.960241,Subscriber,1976.000000,2015-06-05 00:00:00,548.0,0.000000
-73.95643107,40.69064950,117154,117154,1917,NULL,NULL,40.690649,-73.956431,Customer,0.000000,2015-06-05 00:00:00,1917.0,0.000000
-73.95643107,40.69064950,117155,117155,1917,NULL,NULL,40.690649,-73.956431,Customer,0.000000,2015-06-05 00:00:00,1917.0,0.000000
-73.98362464,40.69474881,117252,117252,1565,NULL,NULL,40.694749,-73.983625,Subscriber,1984.000000,2015-06-05 00:00:00,1565.0,0.000000
-73.99052739,40.69475701,117321,117321,915,NULL,NULL,40.694757,-73.990527,Subscriber,1964.000000,2015-06-05 00:00:00,915.0,0.000000
-73.96023854,40.68900443,117491,117491,12127,NULL,NULL,40.689004,-73.960239,Customer,0.000000,2015-06-05 00:00:00,12127.0,0.000000
-73.97632328,40.68382604,117640,117640,700,NULL,NULL,40.683826,-73.976323,Customer,0.000000,2015-06-05 00:00:00,700.0,0.000000
-73.97632328,40.68382604,117665,117665,686,NULL,NULL,40.683826,-73.976323,Customer,0.000000,2015-06-05 00:00:00,686.0,0.000000
-73.99548059,40.70037867,117728,117728,277,NULL,NULL,40.700379,-73.995481,Subscriber,1963.000000,2015-06-05 00:00:00,277.0,0.000000
-73.97632328,40.68382604,117729,117729,445,NULL,NULL,40.683826,-73.976323,Subscriber,1974.000000,2015-06-05 00:00:00,445.0,0.000000
-73.98912867,40.68926942,117756,117756,528,NULL,NULL,40.689269,-73.989129,Subscriber,1985.000000,2015-06-05 00:00:00,528.0,0.000000
-73.96087600,40.71045100,118018,118018,888,NULL,NULL,40.710451,-73.960876,Subscriber,1985.000000,2015-06-05 00:00:00,888.0,0.000000
-73.98068914,40.69839895,118199,118199,368,NULL,NULL,40.698399,-73.980689,Subscriber,1985.000000,2015-06-05 00:00:00,368.0,0.000000
-73.97493121,40.68981035,118231,118231,439,NULL,NULL,40.689810,-73.974931,Subscriber,1968.000000,2015-06-05 00:00:00,439.0,0.000000
-73.96476280,40.68851534,118268,118268,107,NULL,NULL,40.688515,-73.964763,Subscriber,1988.000000,2015-06-05 00:00:00,107.0,0.000000
-73.97703874,40.69327018,118410,118410,677,NULL,NULL,40.693270,-73.977039,Subscriber,1967.000000,2015-06-05 00:00:00,677.0,0.000000
-73.99548059,40.70037867,118518,118518,937,NULL,NULL,40.700379,-73.995481,Subscriber,1970.000000,2015-06-05 00:00:00,937.0,0.000000
-73.99548059,40.70037867,118536,118536,936,NULL,NULL,40.700379,-73.995481,Subscriber,1969.000000,2015-06-05 00:00:00,936.0,0.000000
-73.96834101,40.70827295,118782,118782,212,NULL,NULL,40.708273,-73.968341,Subscriber,1968.000000,2015-06-05 00:00:00,212.0,0.000000
-73.97632328,40.68382604,118828,118828,274,NULL,NULL,40.683826,-73.976323,Subscriber,1982.000000,2015-06-05 00:00:00,274.0,0.000000
-73.97703874,40.69327018,118839,118839,64,NULL,NULL,40.693270,-73.977039,Subscriber,1977.000000,2015-06-05 00:00:00,64.0,0.000000
-73.98912867,40.68926942,118907,118907,639,NULL,NULL,40.689269,-73.989129,Subscriber,1958.000000,2015-06-05 00:00:00,639.0,0.000000
-73.96834101,40.70827295,119112,119112,551,NULL,NULL,40.708273,-73.968341,Customer,0.000000,2015-06-05 00:00:00,551.0,0.000000
-73.96834101,40.70827295,119117,119117,518,NULL,NULL,40.708273,-73.968341,Customer,0.000000,2015-06-05 00:00:00,518.0,0.000000
-73.96834101,40.70827295,119142,119142,446,NULL,NULL,40.708273,-73.968341,Subscriber,1965.000000,2015-06-05 00:00:00,446.0,0.000000
-73.98912867,40.68926942,119238,119238,995,NULL,NULL,40.689269,-73.989129,Subscriber,1969.000000,2015-06-05 00:00:00,995.0,0.000000
-73.98912867,40.68926942,119240,119240,1294,NULL,NULL,40.689269,-73.989129,Subscriber,1966.000000,2015-06-05 00:00:00,1294.0,0.000000
-73.97632328,40.68382604,119284,119284,346,NULL,NULL,40.683826,-73.976323,Subscriber,1966.000000,2015-06-05 00:00:00,346.0,0.000000
-73.98912867,40.68926942,119320,119320,470,NULL,NULL,40.689269,-73.989129,Subscriber,1979.000000,2015-06-05 00:00:00,470.0,0.000000
-73.95643107,40.69064950,119385,119385,452,NULL,NULL,40.690649,-73.956431,Subscriber,1972.000000,2015-06-05 00:00:00,452.0,0.000000
-73.98912867,40.68926942,119571,119571,600,NULL,NULL,40.689269,-73.989129,Subscriber,1976.000000,2015-06-05 00:00:00,600.0,0.000000
-73.96563307,40.68650065,119665,119665,298,NULL,NULL,40.686501,-73.965633,Subscriber,1988.000000,2015-06-05 00:00:00,298.0,0.000000
-73.97703874,40.69327018,119720,119720,179,NULL,NULL,40.693270,-73.977039,Subscriber,1966.000000,2015-06-05 00:00:00,179.0,0.000000
-73.96024116,40.71534825,119752,119752,1613,NULL,NULL,40.715348,-73.960241,Subscriber,1990.000000,2015-06-05 00:00:00,1613.0,0.000000
-73.98912867,40.68926942,119837,119837,468,NULL,NULL,40.689269,-73.989129,Subscriber,1979.000000,2015-06-05 00:00:00,468.0,0.000000
-73.96563307,40.68650065,119883,119883,347,NULL,NULL,40.686501,-73.965633,Subscriber,1973.000000,2015-06-05 00:00:00,347.0,0.000000
-73.99052739,40.69475701,120229,120229,682,NULL,NULL,40.694757,-73.990527,Subscriber,1987.000000,2015-06-05 00:00:00,682.0,0.000000
-73.96024116,40.71534825,120292,120292,1374,NULL,NULL,40.715348,-73.960241,Subscriber,1974.000000,2015-06-05 00:00:00,1374.0,0.000000
-73.98912867,40.68926942,120375,120375,366,NULL,NULL,40.689269,-73.989129,Subscriber,1970.000000,2015-06-05 00:00:00,366.0,0.000000
-73.96834101,40.70827295,120520,120520,453,NULL,NULL,40.708273,-73.968341,Subscriber,1985.000000,2015-06-05 00:00:00, ,453.000000
-73.96986848,40.69794000,120545,120545,1609,NULL,NULL,40.697940,-73.969868,Customer,0.000000,2015-06-05 00:00:00, ,1609.000000
-73.96986848,40.69794000,120566,120566,310,NULL,NULL,40.697940,-73.969868,Customer,0.000000,2015-06-05 00:00:00, ,310.000000
-73.96024116,40.71534825,120674,120674,917,NULL,NULL,40.715348,-73.960241,Customer,0.000000,2015-06-05 00:00:00, ,917.000000
-73.96024116,40.71534825,120675,120675,904,NULL,NULL,40.715348,-73.960241,Customer,0.000000,2015-06-05 00:00:00, ,904.000000
-73.96986848,40.69794000,120928,120928,703,NULL,NULL,40.697940,-73.969868,Subscriber,1985.000000,2015-06-05 00:00:00, ,703.000000
-73.98912867,40.68926942,120993,120993,249,NULL,NULL,40.689269,-73.989129,Subscriber,1989.000000,2015-06-05 00:00:00, ,249.000000
-73.95643107,40.69064950,121007,121007,413,NULL,NULL,40.690649,-73.956431,Subscriber,1981.000000,2015-06-05 00:00:00, ,413.000000
-73.96087600,40.71045100,121030,121030,2092,NULL,NULL,40.710451,-73.960876,Customer,0.000000,2015-06-05 00:00:00, ,2092.000000
-73.98362464,40.69474881,121032,121032,398,NULL,NULL,40.694749,-73.983625,Subscriber,1984.000000,2015-06-05 00:00:00, ,398.000000
-73.96024116,40.71534825,121133,121133,134,NULL,NULL,40.715348,-73.960241,Subscriber,1974.000000,2015-06-05 00:00:00, ,134.000000
-73.97493121,40.68981035,121168,121168,751,NULL,NULL,40.689810,-73.974931,Customer,0.000000,2015-06-05 00:00:00, ,751.000000
-73.97493121,40.68981035,121178,121178,727,NULL,NULL,40.689810,-73.974931,Customer,0.000000,2015-06-05 00:00:00, ,727.000000
-73.98362464,40.69474881,121269,121269,400,NULL,NULL,40.694749,-73.983625,Subscriber,1956.000000,2015-06-05 00:00:00, ,400.000000
-73.98912867,40.68926942,121336,121336,1604,NULL,NULL,40.689269,-73.989129,Subscriber,1958.000000,2015-06-05 00:00:00, ,1604.000000
-73.95381995,40.69331716,121525,121525,1837,NULL,NULL,40.693317,-73.953820,Customer,0.000000,2015-06-05 00:00:00, ,1837.000000
-73.98068914,40.69839895,121645,121645,1502,NULL,NULL,40.698399,-73.980689,Subscriber,1978.000000,2015-06-05 00:00:00, ,1502.000000
-73.98068914,40.69839895,121646,121646,1472,NULL,NULL,40.698399,-73.980689,Subscriber,1979.000000,2015-06-05 00:00:00, ,1472.000000
-73.96024116,40.71534825,121668,121668,212,NULL,NULL,40.715348,-73.960241,Subscriber,1989.000000,2015-06-05 00:00:00, ,212.000000
-73.98912867,40.68926942,121760,121760,622,NULL,NULL,40.689269,-73.989129,Subscriber,1975.000000,2015-06-05 00:00:00, ,622.000000
-73.96563307,40.68650065,121939,121939,694,NULL,NULL,40.686501,-73.965633,Subscriber,1968.000000,2015-06-05 00:00:00, ,694.000000
-73.96024116,40.71534825,121969,121969,1179,NULL,NULL,40.715348,-73.960241,Subscriber,1986.000000,2015-06-05 00:00:00, ,1179.000000
-73.96023854,40.68900443,121992,121992,269,NULL,NULL,40.689004,-73.960239,Subscriber,1985.000000,2015-06-05 00:00:00, ,269.000000
-73.98912867,40.68926942,122009,122009,353,NULL,NULL,40.689269,-73.989129,Subscriber,1958.000000,2015-06-05 00:00:00, ,353.000000
-73.96087600,40.71045100,122026,122026,131,NULL,NULL,40.710451,-73.960876,Subscriber,1990.000000,2015-06-05 00:00:00, ,131.000000
-73.98068914,40.69839895,122060,122060,546,NULL,NULL,40.698399,-73.980689,Subscriber,1981.000000,2015-06-05 00:00:00, ,546.000000
-73.98068914,40.69839895,122069,122069,560,NULL,NULL,40.698399,-73.980689,Customer,0.000000,2015-06-05 00:00:00, ,560.000000
-73.97703874,40.69327018,122119,122119,239,NULL,NULL,40.693270,-73.977039,Subscriber,1990.000000,2015-06-05 00:00:00, ,239.000000
-73.96986848,40.69794000,122165,122165,699,NULL,NULL,40.697940,-73.969868,Subscriber,1988.000000,2015-06-05 00:00:00, ,699.000000
-73.96563307,40.68650065,122186,122186,667,NULL,NULL,40.686501,-73.965633,Subscriber,1979.000000,2015-06-05 00:00:00, ,667.000000
-73.96834101,40.70827295,122349,122349,661,NULL,NULL,40.708273,-73.968341,Subscriber,1979.000000,2015-06-05 00:00:00, ,661.000000
-73.98362464,40.69474881,122371,122371,859,NULL,NULL,40.694749,-73.983625,Subscriber,1988.000000,2015-06-05 00:00:00, ,859.000000
-73.96023854,40.68900443,122439,122439,546,NULL,NULL,40.689004,-73.960239,Subscriber,1981.000000,2015-06-05 00:00:00, ,546.000000
-73.96087600,40.71045100,122440,122440,1713,NULL,NULL,40.710451,-73.960876,Subscriber,1976.000000,2015-06-05 00:00:00, ,1713.000000
-73.96087600,40.71045100,122545,122545,1205,NULL,NULL,40.710451,-73.960876,Subscriber,1984.000000,2015-06-05 00:00:00, ,1205.000000
-73.96087600,40.71045100,122546,122546,911,NULL,NULL,40.710451,-73.960876,Subscriber,1970.000000,2015-06-05 00:00:00, ,911.000000
-73.98912867,40.68926942,122606,122606,1047,NULL,NULL,40.689269,-73.989129,Subscriber,1956.000000,2015-06-05 00:00:00, ,1047.000000
-73.96024116,40.71534825,122692,122692,183,NULL,NULL,40.715348,-73.960241,Subscriber,1980.000000,2015-06-05 00:00:00, ,183.000000
-73.96023854,40.68900443,122761,122761,268,NULL,NULL,40.689004,-73.960239,Customer,0.000000,2015-06-05 00:00:00, ,268.000000
-73.96024116,40.71534825,122778,122778,240,NULL,NULL,40.715348,-73.960241,Subscriber,1982.000000,2015-06-05 00:00:00, ,240.000000
-73.96834101,40.70827295,122822,122822,1025,NULL,NULL,40.708273,-73.968341,Subscriber,1963.000000,2015-06-05 00:00:00, ,1025.000000
-73.96024116,40.71534825,122828,122828,1217,NULL,NULL,40.715348,-73.960241,Subscriber,1990.000000,2015-06-05 00:00:00, ,1217.000000
-73.97372990,40.69178230,122841,122841,661,NULL,NULL,40.691782,-73.973730,Subscriber,1987.000000,2015-06-05 00:00:00, ,661.000000
-73.96023854,40.68900443,122977,122977,386,NULL,NULL,40.689004,-73.960239,Subscriber,1978.000000,2015-06-05 00:00:00, ,386.000000
-73.96023854,40.68900443,122999,122999,331,NULL,NULL,40.689004,-73.960239,Subscriber,1977.000000,2015-06-05 00:00:00, ,331.000000
-73.96476280,40.68851534,123198,123198,528,NULL,NULL,40.688515,-73.964763,Subscriber,1969.000000,2015-06-05 00:00:00, ,528.000000
-73.97493121,40.68981035,123276,123276,160,NULL,NULL,40.689810,-73.974931,Subscriber,1981.000000,2015-06-05 00:00:00, ,160.000000
-73.97493121,40.68981035,123280,123280,146,NULL,NULL,40.689810,-73.974931,Subscriber,1980.000000,2015-06-05 00:00:00, ,146.000000
-73.98912867,40.68926942,123334,123334,248,NULL,NULL,40.689269,-73.989129,Subscriber,1974.000000,2015-06-05 00:00:00, ,248.000000
-73.96087600,40.71045100,123379,123379,1570,NULL,NULL,40.710451,-73.960876,Subscriber,1959.000000,2015-06-05 00:00:00, ,1570.000000
-73.95643107,40.69064950,123385,123385,1655,NULL,NULL,40.690649,-73.956431,Subscriber,1978.000000,2015-06-05 00:00:00, ,1655.000000
-73.99548059,40.70037867,123399,123399,1425,NULL,NULL,40.700379,-73.995481,Customer,0.000000,2015-06-05 00:00:00, ,1425.000000
-73.99548059,40.70037867,123407,123407,1389,NULL,NULL,40.700379,-73.995481,Customer,0.000000,2015-06-05 00:00:00, ,1389.000000
-73.97632328,40.68382604,123417,123417,472,NULL,NULL,40.683826,-73.976323,Subscriber,1974.000000,2015-06-05 00:00:00, ,472.000000
-73.97372990,40.69178230,123443,123443,233,NULL,NULL,40.691782,-73.973730,Subscriber,1982.000000,2015-06-05 00:00:00, ,233.000000
-73.97632328,40.68382604,123729,123729,537,NULL,NULL,40.683826,-73.976323,Subscriber,1987.000000,2015-06-05 00:00:00, ,537.000000
-73.96408963,40.70853074,123745,123745,2153,NULL,NULL,40.708531,-73.964090,Subscriber,1996.000000,2015-06-05 00:00:00, ,2153.000000
-73.96087600,40.71045100,123747,123747,1133,NULL,NULL,40.710451,-73.960876,Subscriber,1957.000000,2015-06-05 00:00:00, ,1133.000000
-73.98068914,40.69839895,123797,123797,347,NULL,NULL,40.698399,-73.980689,Subscriber,1979.000000,2015-06-05 00:00:00, ,347.000000
-73.97703874,40.69327018,123861,123861,613,NULL,NULL,40.693270,-73.977039,Subscriber,1984.000000,2015-06-05 00:00:00, ,613.000000
-73.96834101,40.70827295,124006,124006,3755,NULL,NULL,40.708273,-73.968341,Subscriber,1987.000000,2015-06-05 00:00:00, ,3755.000000
-73.96023854,40.68900443,124007,124007,282,NULL,NULL,40.689004,-73.960239,Subscriber,1978.000000,2015-06-05 00:00:00, ,282.000000
-73.97372990,40.69178230,124192,124192,1186,NULL,NULL,40.691782,-73.973730,Customer,0.000000,2015-06-05 00:00:00, ,1186.000000
-73.97372990,40.69178230,124196,124196,1160,NULL,NULL,40.691782,-73.973730,Subscriber,1974.000000,2015-06-05 00:00:00, ,1160.000000
-73.96087600,40.71045100,124256,124256,684,NULL,NULL,40.710451,-73.960876,Subscriber,1980.000000,2015-06-05 00:00:00, ,684.000000
-73.97632328,40.68382604,124640,124640,483,NULL,NULL,40.683826,-73.976323,Subscriber,1991.000000,2015-06-05 00:00:00, ,483.000000
-73.97632328,40.68382604,124699,124699,1143,NULL,NULL,40.683826,-73.976323,Subscriber,1985.000000,2015-06-05 00:00:00, ,1143.000000
-73.97992700,40.69977300,124709,124709,198,NULL,NULL,40.699773,-73.979927,Subscriber,1987.000000,2015-06-05 00:00:00, ,198.000000
-73.97992700,40.69977300,124712,124712,200,NULL,NULL,40.699773,-73.979927,Subscriber,1986.000000,2015-06-05 00:00:00, ,200.000000
-73.97992700,40.69977300,124715,124715,192,NULL,NULL,40.699773,-73.979927,Subscriber,1985.000000,2015-06-05 00:00:00, ,192.000000
-73.96087600,40.71045100,124757,124757,1488,NULL,NULL,40.710451,-73.960876,Customer,0.000000,2015-06-05 00:00:00, ,1488.000000
-73.95381995,40.69331716,124867,124867,353,NULL,NULL,40.693317,-73.953820,Subscriber,1976.000000,2015-06-05 00:00:00, ,353.000000
-73.97632328,40.68382604,124902,124902,339,NULL,NULL,40.683826,-73.976323,Subscriber,1976.000000,2015-06-05 00:00:00, ,339.000000
-73.97632328,40.68382604,124946,124946,1187,NULL,NULL,40.683826,-73.976323,Customer,0.000000,2015-06-05 00:00:00, ,1187.000000
-73.99548059,40.70037867,125130,125130,847,NULL,NULL,40.700379,-73.995481,Subscriber,1952.000000,2015-06-05 00:00:00, ,847.000000
-73.96087600,40.71045100,125137,125137,4243,NULL,NULL,40.710451,-73.960876,Customer,0.000000,2015-06-05 00:00:00, ,4243.000000
-73.96087600,40.71045100,125139,125139,4191,NULL,NULL,40.710451,-73.960876,Customer,0.000000,2015-06-05 00:00:00, ,4191.000000
-73.96563307,40.68650065,125414,125414,330,NULL,NULL,40.686501,-73.965633,Subscriber,1984.000000,2015-06-05 00:00:00, ,330.000000
